x;y;track_id_x;track_type;track_id_type;percent_of_track;completion_group;track_id_y;best_strategy;best_bias
1227.5876392299656;193.9088509496933;1;1;1_1;0.3933445818152688;4;1_1;SR_1_SM_1;0.6051224760815409
1234.372766750913;200.41747748223884;1;1;1_1;0.3961587464463046;4;1_1;SR_1_SM_1;0.6051224760815409
1241.0196437776594;200.2792269880381;1;1;1_1;0.39814866134028537;4;1_1;SR_1_SM_1;0.6051224760815409
1247.6665208044055;200.14097649383731;1;1;1_1;0.40013857623426596;5;1_1;SR_1_SM_1;0.31711145996860285
1254.4516483253528;206.64960302638315;1;1;1_1;0.4029527408653018;5;1_1;SR_1_SM_1;0.31711145996860285
1261.0985253520994;206.5113525321824;1;1;1_1;0.40494265575928257;5;1_1;SR_1_SM_1;0.31711145996860285
1267.883652873047;213.019979064728;1;1;1_1;0.4077568203903184;5;1_1;SR_1_SM_1;0.31711145996860285
1274.5305298997928;212.88172857052723;1;1;1_1;0.40974673528429895;5;1_1;SR_1_SM_1;0.31711145996860285
1281.31565742074;219.39035510307303;1;1;1_1;0.4125608999153348;5;1_1;SR_1_SM_1;0.31711145996860285
1287.9625344474866;219.2521046088723;1;1;1_1;0.41455081480931555;5;1_1;SR_1_SM_1;0.31711145996860285
1294.747661968434;225.76073114141784;1;1;1_1;0.4173649794403513;5;1_1;SR_1_SM_1;0.31711145996860285
1301.3945389951805;225.62248064721712;1;1;1_1;0.41935489433433204;5;1_1;SR_1_SM_1;0.31711145996860285
1308.0414160219266;225.4842301530164;1;1;1_1;0.4213448092283127;5;1_1;SR_1_SM_1;0.31711145996860285
1314.826543542874;231.99285668556195;1;1;1_1;0.4241589738593485;5;1_1;SR_1_SM_1;0.31711145996860285
1321.4734205696204;231.8546061913612;1;1;1_1;0.4261488887533292;5;1_1;SR_1_SM_1;0.31711145996860285
1328.2585480905673;238.363232723907;1;1;1_1;0.4289630533843648;5;1_1;SR_1_SM_1;0.31711145996860285
1335.0436756115146;244.87185925645255;1;1;1_1;0.4317772180154006;5;1_1;SR_1_SM_1;0.31711145996860285
1341.828803132462;251.3804857889984;1;1;1_1;0.4345913826464365;5;1_1;SR_1_SM_1;0.31711145996860285
1348.4756801592084;251.24223529479764;1;1;1_1;0.43658129754041713;5;1_1;SR_1_SM_1;0.31711145996860285
1355.2608076801553;257.7508618273432;1;1;1_1;0.43939546217145276;5;1_1;SR_1_SM_1;0.31711145996860285
1362.0459352011026;264.259488359889;1;1;1_1;0.44220962680248865;5;1_1;SR_1_SM_1;0.31711145996860285
1362.1841856953033;270.90636538663534;1;1;1_1;0.44419954169646936;5;1_1;SR_1_SM_1;0.31711145996860285
